data|data_modificacao|tipo|raridade
29/11/2023|14/01/2024|Diário|Raro
30/11/2023|14/01/2024|Diário|Raro
30/11/2023|14/01/2024|Diário|Raro
30/11/2023|14/01/2024|Diário|Épico
01/12/2023|14/01/2024|Diário|Raro
01/12/2023|14/01/2024|Diário|Raro
01/12/2023|14/01/2024|Diário|Super Raro
01/12/2023|14/01/2024|Diário|Épico
01/12/2023|14/01/2024|Diário|Mítico
01/12/2023|14/01/2024|Diário|Mítico
02/12/2023|14/01/2024|Diário|Raro
02/12/2023|14/01/2024|Diário|Raro
02/12/2023|14/01/2024|Diário|Raro
02/12/2023|14/01/2024|Diário|Super Raro
02/12/2023|14/01/2024|Diário|Super Raro
02/12/2023|14/01/2024|Diário|Épico
03/12/2023|14/01/2024|Diário|Raro
03/12/2023|14/01/2024|Diário|Raro
03/12/2023|14/01/2024|Diário|Super Raro
03/12/2023|14/01/2024|Diário|Super Raro
03/12/2023|14/01/2024|Diário|Épico
03/12/2023|14/01/2024|Diário|Mítico
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Raro
04/12/2023|14/01/2024|Mega Pig|Super Raro
04/12/2023|14/01/2024|Mega Pig|Super Raro
04/12/2023|14/01/2024|Mega Pig|Super Raro
04/12/2023|14/01/2024|Mega Pig|Super Raro
04/12/2023|14/01/2024|Mega Pig|Super Raro
04/12/2023|14/01/2024|Mega Pig|Super Raro
04/12/2023|14/01/2024|Mega Pig|Épico
04/12/2023|14/01/2024|Mega Pig|Épico
04/12/2023|14/01/2024|Mega Pig|Épico
04/12/2023|14/01/2024|Diário|Raro
04/12/2023|14/01/2024|Diário|Raro
04/12/2023|14/01/2024|Diário|Raro
04/12/2023|14/01/2024|Diário|Raro
04/12/2023|14/01/2024|Diário|Épico
04/12/2023|14/01/2024|Diário|Mítico
05/12/2023|14/01/2024|Diário|Raro
05/12/2023|14/01/2024|Diário|Raro
05/12/2023|14/01/2024|Diário|Raro
05/12/2023|14/01/2024|Diário|Super Raro
05/12/2023|14/01/2024|Diário|Épico
05/12/2023|14/01/2024|Diário|Lendário
06/12/2023|14/01/2024|Diário|Raro
06/12/2023|14/01/2024|Diário|Raro
06/12/2023|14/01/2024|Diário|Raro
06/12/2023|14/01/2024|Diário|Super Raro
06/12/2023|14/01/2024|Diário|Super Raro
06/12/2023|14/01/2024|Diário|Épico
07/12/2023|14/01/2024|Diário|Raro
07/12/2023|14/01/2024|Diário|Super Raro
07/12/2023|14/01/2024|Diário|Épico
07/12/2023|14/01/2024|Diário|Épico
07/12/2023|14/01/2024|Diário|Épico
07/12/2023|14/01/2024|Diário|Mítico
07/12/2023|14/01/2024|Promocional|Raro
07/12/2023|14/01/2024|Promocional|Super Raro
07/12/2023|14/01/2024|Promocional|Super Raro
08/12/2023|14/01/2024|Diário|Raro
08/12/2023|14/01/2024|Diário|Raro
08/12/2023|14/01/2024|Diário|Super Raro
08/12/2023|14/01/2024|Diário|Super Raro
08/12/2023|14/01/2024|Diário|Épico
08/12/2023|14/01/2024|Diário|Lendário
09/12/2023|14/01/2024|Diário|Raro
09/12/2023|14/01/2024|Diário|Raro
09/12/2023|14/01/2024|Diário|Raro
09/12/2023|14/01/2024|Diário|Raro
09/12/2023|14/01/2024|Diário|Raro
09/12/2023|14/01/2024|Diário|Épico
10/12/2023|14/01/2024|Diário|Raro
10/12/2023|14/01/2024|Diário|Raro
10/12/2023|14/01/2024|Diário|Raro
10/12/2023|14/01/2024|Diário|Raro
10/12/2023|14/01/2024|Diário|Super Raro
10/12/2023|14/01/2024|Diário|Super Raro
11/12/2023|14/01/2024|Diário|Raro
11/12/2023|14/01/2024|Diário|Raro
11/12/2023|14/01/2024|Diário|Raro
11/12/2023|14/01/2024|Diário|Super Raro
11/12/2023|14/01/2024|Diário|Super Raro
11/12/2023|14/01/2024|Diário|Épico
12/12/2023|14/01/2024|Diário|Super Raro
12/12/2023|14/01/2024|Diário|Épico
12/12/2023|14/01/2024|Diário|Mítico
13/12/2023|14/01/2024|Diário|Raro
13/12/2023|14/01/2024|Diário|Raro
13/12/2023|14/01/2024|Diário|Épico
13/12/2023|14/01/2024|Promocional|Raro
14/12/2023|14/01/2024|Diário|Raro
14/12/2023|14/01/2024|Diário|Super Raro
14/12/2023|14/01/2024|Diário|Super Raro
15/12/2023|14/01/2024|Diário|Raro
15/12/2023|14/01/2024|Diário|Raro
15/12/2023|14/01/2024|Diário|Super Raro
16/12/2023|14/01/2024|Diário|Raro
16/12/2023|14/01/2024|Diário|Raro
16/12/2023|14/01/2024|Diário|Super Raro
16/12/2023|14/01/2024|Promocional|Super Raro
17/12/2023|14/01/2024|Diário|Raro
17/12/2023|14/01/2024|Diário|Épico
17/12/2023|14/01/2024|Diário|Épico
18/12/2023|14/01/2024|Diário|Raro
18/12/2023|14/01/2024|Diário|Super Raro
18/12/2023|14/01/2024|Diário|Épico
18/12/2023|14/01/2024|Promocional|Super Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Raro
18/12/2023|14/01/2024|Mega Pig|Super Raro
18/12/2023|14/01/2024|Mega Pig|Super Raro
18/12/2023|14/01/2024|Mega Pig|Super Raro
18/12/2023|14/01/2024|Mega Pig|Super Raro
18/12/2023|14/01/2024|Mega Pig|Super Raro
18/12/2023|14/01/2024|Mega Pig|Super Raro
18/12/2023|14/01/2024|Mega Pig|Épico
18/12/2023|14/01/2024|Mega Pig|Épico
18/12/2023|14/01/2024|Mega Pig|Épico
19/12/2023|14/01/2024|Diário|Raro
19/12/2023|14/01/2024|Diário|Super Raro
19/12/2023|14/01/2024|Diário|Épico
20/12/2023|14/01/2024|Diário|Raro
20/12/2023|14/01/2024|Diário|Raro
20/12/2023|14/01/2024|Diário|Super Raro
20/12/2023|14/01/2024|Promocional|Super Raro
21/12/2023|14/01/2024|Diário|Raro
21/12/2023|14/01/2024|Diário|Raro
21/12/2023|14/01/2024|Diário|Raro
21/12/2023|14/01/2024|Promocional|Raro
22/12/2023|14/01/2024|Diário|Raro
22/12/2023|14/01/2024|Diário|Raro
22/12/2023|14/01/2024|Diário|Super Raro
23/12/2023|14/01/2024|Diário|Super Raro
23/12/2023|14/01/2024|Diário|Super Raro
23/12/2023|14/01/2024|Diário|Mítico
23/12/2023|14/01/2024|Promocional|Raro
24/12/2023|14/01/2024|Diário|Raro
24/12/2023|14/01/2024|Diário|Épico
24/12/2023|14/01/2024|Diário|Épico
25/12/2023|14/01/2024|Promocional|Lendário
25/12/2023|14/01/2024|Diário|Raro
25/12/2023|14/01/2024|Diário|Super Raro
25/12/2023|14/01/2024|Diário|Épico
26/12/2023|14/01/2024|Diário|Raro
26/12/2023|14/01/2024|Diário|Super Raro
26/12/2023|14/01/2024|Diário|Super Raro
27/12/2023|14/01/2024|Diário|Raro
27/12/2023|14/01/2024|Diário|Raro
27/12/2023|14/01/2024|Diário|Super Raro
28/12/2023|14/01/2024|Diário|Raro
28/12/2023|14/01/2024|Diário|Raro
28/12/2023|14/01/2024|Diário|Super Raro
29/12/2023|14/01/2024|Diário|Raro
29/12/2023|14/01/2024|Diário|Raro
29/12/2023|14/01/2024|Diário|Super Raro
29/12/2023|14/01/2024|Promocional|Raro
29/12/2023|14/01/2024|Promocional|Super Raro
29/12/2023|14/01/2024|Promocional|Super Raro
29/12/2023|14/01/2024|Promocional|Super Raro
29/12/2023|14/01/2024|Promocional|Épico
29/12/2023|14/01/2024|Promocional|Épico
29/12/2023|14/01/2024|Promocional|Épico
29/12/2023|14/01/2024|Promocional|Épico
29/12/2023|14/01/2024|Promocional|Mítico
30/12/2023|14/01/2024|Diário|Raro
30/12/2023|14/01/2024|Diário|Super Raro
30/12/2023|14/01/2024|Diário|Mítico
31/12/2023|14/01/2024|Diário|Raro
31/12/2023|14/01/2024|Diário|Super Raro
31/12/2023|14/01/2024|Diário|Super Raro
01/01/2024|14/01/2024|Diário|Raro
01/01/2024|14/01/2024|Diário|Raro
01/01/2024|14/01/2024|Diário|Raro
02/01/2024|14/01/2024|Diário|Raro
02/01/2024|14/01/2024|Diário|Raro
02/01/2024|14/01/2024|Diário|Raro
03/01/2024|14/01/2024|Diário|Raro
03/01/2024|14/01/2024|Diário|Raro
03/01/2024|14/01/2024|Diário|Épico
04/01/2024|14/01/2024|Diário|Super Raro
04/01/2024|14/01/2024|Diário|Super Raro
04/01/2024|14/01/2024|Diário|Lendário
05/01/2024|14/01/2024|Promocional|Raro
05/01/2024|14/01/2024|Promocional|Raro
05/01/2024|14/01/2024|Promocional|Raro
05/01/2024|14/01/2024|Promocional|Raro
05/01/2024|14/01/2024|Promocional|Raro
05/01/2024|14/01/2024|Promocional|Raro
05/01/2024|14/01/2024|Promocional|Raro
05/01/2024|14/01/2024|Promocional|Raro
05/01/2024|14/01/2024|Promocional|Raro
05/01/2024|14/01/2024|Promocional|Épico
05/01/2024|14/01/2024|Promocional|Lendário
05/01/2024|14/01/2024|Diário|Raro
05/01/2024|14/01/2024|Diário|Super Raro
05/01/2024|14/01/2024|Diário|Mítico
05/01/2024|14/01/2024|Promocional|Mítico
06/01/2024|14/01/2024|Diário|Raro
06/01/2024|14/01/2024|Diário|Raro
06/01/2024|14/01/2024|Diário|Épico
06/01/2024|14/01/2024|Promocional|Raro
06/01/2024|14/01/2024|Promocional|Super Raro
07/01/2024|14/01/2024|Diário|Raro
07/01/2024|14/01/2024|Diário|Super Raro
07/01/2024|14/01/2024|Diário|Épico
07/01/2024|14/01/2024|Promocional|Raro
08/01/2024|14/01/2024|Diário|Raro
08/01/2024|14/01/2024|Diário|Raro
08/01/2024|14/01/2024|Diário|Raro
08/01/2024|14/01/2024|Promocional|Épico
09/01/2024|14/01/2024|Diário|Raro
09/01/2024|14/01/2024|Diário|Raro
09/01/2024|14/01/2024|Diário|Super Raro
09/01/2024|14/01/2024|Promocional|Raro
09/01/2024|14/01/2024|Promocional|Raro
10/01/2024|14/01/2024|Diário|Raro
10/01/2024|14/01/2024|Diário|Épico
10/01/2024|14/01/2024|Diário|Mítico
10/01/2024|14/01/2024|Promocional|Épico
11/01/2024|14/01/2024|Diário|Raro
11/01/2024|14/01/2024|Diário|Raro
11/01/2024|14/01/2024|Diário|Épico
11/01/2024|14/01/2024|Promocional|Raro
11/01/2024|14/01/2024|Promocional|Super Raro
12/01/2024|14/01/2024|Diário|Raro
12/01/2024|14/01/2024|Diário|Super Raro
12/01/2024|14/01/2024|Diário|Épico
12/01/2024|14/01/2024|Promocional|Super Raro
13/01/2024|14/01/2024|Diário|Super Raro
13/01/2024|14/01/2024|Diário|Lendário
13/01/2024|14/01/2024|Diário|Lendário
13/01/2024|14/01/2024|Promocional|Super Raro
14/01/2024|14/01/2024|Diário|Raro
14/01/2024|14/01/2024|Diário|Raro
14/01/2024|14/01/2024|Diário|Raro
15/01/2024|15/01/2024|Mega Pig|Épico
15/01/2024|15/01/2024|Mega Pig|Super Raro
15/01/2024|15/01/2024|Mega Pig|Super Raro
15/01/2024|15/01/2024|Mega Pig|Super Raro
15/01/2024|15/01/2024|Mega Pig|Super Raro
15/01/2024|15/01/2024|Mega Pig|Super Raro
15/01/2024|15/01/2024|Mega Pig|Super Raro
15/01/2024|15/01/2024|Mega Pig|Super Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Mega Pig|Raro
15/01/2024|15/01/2024|Diário|Raro
15/01/2024|15/01/2024|Diário|Super Raro
15/01/2024|15/01/2024|Diário|Super Raro
15/01/2024|15/01/2024|Promocional|Raro
15/01/2024|15/01/2024|Promocional|Lendário
